"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"168541","5 Aug 2015","7 Sep 2015","2015","21","2","23","U","","0","0.00","0.75"
"168542","5 Aug 2015","10 Sep 2015","2015","26","0","26","U","","0","0.00","1.32"
"168543","5 Aug 2015","5 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168544","5 Aug 2015","15 Sep 2015","2015","9","20","29","Y","","2","2.00","0.36"
"168545","5 Aug 2015","9 Sep 2015","2015","21","4","25","Y","","3","2.00","1.07"
"168546","5 Aug 2015","7 Sep 2015","2015","0","23","23","U","","0","0.00","0.16"
"168547","5 Aug 2015","5 Aug 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168548","5 Aug 2015","5 Aug 2015","2015","0","0","0","U","","0","0.00","1.41"
"168549","5 Aug 2015","23 Sep 2015","2015","1","34","35","N","N","0","0.00","0.33"
"168550","5 Aug 2015","25 Nov 2015","2015","9","71","80","Y","N","3","2.00","7.81"
"168551","5 Aug 2015","8 Oct 2015","2015","26","163","189","Y","N","5","3.00","2.99"
"168552","5 Aug 2015","1 Oct 2015","2015","40","1","41","N","","0","0.00","1.32"
"168553","5 Aug 2015","25 Nov 2015","2015","1","79","80","N","N","0","0.00","0.00"
"168555","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168556","6 Aug 2015","24 Feb 2016","2016","109","35","144","U","","0","0.00","0.33"
"168557","6 Aug 2015","6 Jan 2016","2016","109","0","109","U","","0","0.00","3.65"
"168558","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168559","6 Aug 2015","23 Sep 2015","2015","0","34","34","U","","0","0.00","0.83"
"168560","6 Aug 2015","3 Sep 2015","2015","4","16","20","U","","0","0.00","2.12"
"168561","6 Aug 2015","18 Nov 2015","2015","74","0","74","Y","Y","0","0.00","0.00"
"168563","6 Aug 2015","22 Dec 2015","2015","98","0","98","Y","Y","0","0.00","0.00"
"168564","6 Aug 2015","9 Feb 2016","2016","133","0","133","Y","Y","0","0.00","0.00"
"168567","6 Aug 2015","30 Nov 2015","2015","80","2","82","N","N","0","0.00","2.41"
"168568","6 Aug 2015","18 Aug 2015","2015","0","8","8","U","","0","0.00","0.00"
"168569","6 Aug 2015","14 Aug 2015","2015","4","2","6","N","N","0","0.00","0.41"
"168570","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168571","6 Aug 2015","6 Aug 2015","2015","0","0","0","N","N","0","0.00","0.00"
"168574","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168575","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168576","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168577","6 Aug 2015","6 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168578","6 Aug 2015","10 Feb 2016","2016","98","36","134","U","","0","0.00","0.50"
"168579","6 Aug 2015","13 Aug 2015","2015","5","0","5","N","","0","0.00","0.50"
"168580","6 Aug 2015","21 Sep 2015","2015","32","0","32","N","N","0","0.00","0.82"
"168582","7 Aug 2015","11 Aug 2015","2015","2","0","2","N","","0","0.00","0.74"
"168583","7 Aug 2015","9 Aug 2015","2015","0","0","0","N","N","0","0.00","0.18"
"168584","7 Aug 2015","13 Aug 2015","2015","1","3","4","U","","0","0.00","0.57"
"168585","7 Aug 2015","16 Sep 2015","2015","25","3","28","U","","0","0.00","0.49"
"168586","9 Aug 2015","16 Sep 2015","2015","5","23","28","N","N","0","0.00","7.75"
"168588","10 Aug 2015","21 Oct 2015","2015","17","35","52","N","N","0","0.00","1.41"
"168617","10 Aug 2015","7 Jan 2016","2016","78","30","108","U","","0","0.00","0.82"
"168618","10 Aug 2015","11 Aug 2015","2015","0","1","1","N","N","0","0.00","0.99"
"168620","10 Aug 2015","11 Aug 2015","2015","1","0","1","U","","0","0.00","0.66"
"168621","10 Aug 2015","10 Sep 2015","2015","3","20","23","N","N","0","0.00","0.49"
"168622","10 Aug 2015","10 Sep 2015","2015","5","18","23","N","N","0","0.00","0.41"
"168623","10 Aug 2015","19 Oct 2015","2015","31","19","50","Y","","2","1.00","1.23"
"168624","11 Aug 2015","2 Nov 2015","2015","12","47","59","R","N","1","1.00","1.50"
"168625","11 Aug 2015","22 Sep 2015","2015","29","1","30","U","","0","0.00","0.66"
"168626","11 Aug 2015","3 Sep 2015","2015","16","1","17","N","N","0","0.00","0.41"
"168627","11 Aug 2015","24 Sep 2015","2015","3","29","32","N","N","0","0.00","1.56"
"168628","11 Aug 2015","10 Sep 2015","2015","0","22","22","N","N","0","0.00","0.33"
"168629","11 Aug 2015","15 Sep 2015","2015","20","171","191","Y","N","1","1.00","5.41"
"168630","11 Aug 2015","12 Feb 2016","2016","76","57","133","N","N","0","0.00","3.89"
"168631","11 Aug 2015","11 Aug 2015","2015","0","0","0","N","N","0","0.00","0.33"
"168632","11 Aug 2015","28 Sep 2015","2015","30","0","30","N","N","0","0.00","2.30"
"168633","11 Aug 2015","30 Sep 2015","2015","0","36","36","N","N","0","0.00","0.24"
"168634","11 Aug 2015","11 Aug 2015","2015","0","0","0","U","","0","0.00","0.33"
"168637","11 Aug 2015","13 Aug 2015","2015","2","0","2","U","","0","0.00","1.99"
"168638","11 Aug 2015","3 Sep 2015","2015","15","2","17","N","N","0","0.00","0.50"
"168639","11 Aug 2015","17 Aug 2015","2015","3","1","4","N","N","0","0.00","0.58"
"168640","12 Aug 2015","1 Sep 2015","2015","0","14","14","U","","0","0.00","0.57"
"168641","12 Aug 2015","15 Sep 2015","2015","0","24","24","U","","0","0.00","0.25"
"168642","12 Aug 2015","30 Sep 2015","2015","0","35","35","N","N","0","0.00","0.50"
"168643","12 Aug 2015","18 Sep 2015","2015","27","0","27","N","N","0","0.00","6.33"
"168645","12 Aug 2015","15 Sep 2015","2015","23","1","24","Y","N","0","0.00","0.00"
"168646","12 Aug 2015","22 Sep 2015","2015","5","24","29","N","N","0","0.00","1.40"
"168647","12 Aug 2015","25 Aug 2015","2015","1","8","9","U","N","0","0.00","0.50"
"168648","12 Aug 2015","11 Sep 2015","2015","5","17","22","Y","N","1","1.00","2.25"
"168649","13 Aug 2015","13 Aug 2015","2015","0","0","0","N","N","0","0.00","0.41"
"168650","13 Aug 2015","26 Aug 2015","2015","9","0","9","U","","0","0.00","2.08"
"168651","13 Aug 2015","22 Feb 2016","2016","135","2","137","U","","0","0.00","0.65"
"168652","13 Aug 2015","14 Oct 2015","2015","5","39","44","Y","","2","1.00","1.58"
"168653","13 Aug 2015","7 Oct 2015","2015","39","0","39","N","N","0","0.00","0.08"
"168654","13 Aug 2015","14 Oct 2015","2015","6","38","44","N","N","0","0.00","1.25"
"168655","13 Aug 2015","15 Sep 2015","2015","21","2","23","Y","N","1","1.00","1.91"
"168657","13 Aug 2015","19 Nov 2015","2015","70","0","70","N","N","0","0.00","0.00"
"168658","13 Aug 2015","25 Sep 2015","2015","0","31","31","U","","0","0.00","0.00"
"168659","13 Aug 2015","11 Nov 2015","2015","25","36","61","U","N","0","0.00","4.65"
"168660","13 Aug 2015","30 Sep 2015","2015","1","33","34","N","N","0","0.00","0.58"
"168661","13 Aug 2015","12 Nov 2015","2015","8","57","65","Y","N","6","0.00","3.00"
"168662","13 Aug 2015","10 Sep 2015","2015","3","17","20","N","N","0","0.00","0.08"
"168663","13 Aug 2015","3 Sep 2015","2015","1","14","15","U","","0","0.00","0.41"
"168664","14 Aug 2015","15 Dec 2015","2015","56","31","87","Y","N","1","1.00","3.73"
"168666","14 Aug 2015","16 Sep 2015","2015","5","18","23","U","","0","0.00","2.66"
"168667","14 Aug 2015","7 Oct 2015","2015","38","0","38","N","N","0","0.00","0.00"
"168668","14 Aug 2015","19 Aug 2015","2015","1","2","3","U","","0","0.00","1.25"
"168669","14 Aug 2015","17 Aug 2015","2015","0","1","1","U","","0","0.00","0.32"
"168670","14 Aug 2015","30 Sep 2015","2015","1","32","33","N","N","0","0.00","1.58"
"168672","14 Aug 2015","25 Nov 2015","2015","70","3","73","N","N","0","0.00","17.23"
"168673","16 Aug 2015","30 Sep 2015","2015","0","33","33","Y","","8","13.00","11.00"
"168674","17 Aug 2015","26 Aug 2015","2015","0","7","7","U","","0","0.00","2.24"
"168675","17 Aug 2015","7 Sep 2015","2015","15","0","15","N","N","0","0.00","0.75"
"168686","17 Aug 2015","25 Aug 2015","2015","6","0","6","Y","N","2","0.00","0.00"
"168687","17 Aug 2015","28 Aug 2015","2015","2","7","9","U","","0","0.00","1.25"
"168688","17 Aug 2015","28 Sep 2015","2015","24","4","28","U","","0","0.00","2.90"
"168689","17 Aug 2015","16 Dec 2015","2015","53","34","87","N","N","0","0.00","2.32"
"168690","17 Aug 2015","24 Aug 2015","2015","0","5","5","U","","0","0.00","0.50"
"168691","17 Aug 2015","19 Aug 2015","2015","1","1","2","U","","0","0.00","0.25"
"168692","17 Aug 2015","8 Sep 2015","2015","16","0","16","N","N","0","0.00","7.74"
"168693","17 Aug 2015","18 Nov 2015","2015","32","35","67","R","N","1","0.50","0.00"
"168694","17 Aug 2015","7 Oct 2015","2015","1","36","37","N","N","0","0.00","0.00"
"168695","17 Aug 2015","24 Feb 2016","2016","65","72","137","Y","N","5","3.00","0.00"
"168696","17 Aug 2015","2 Dec 2015","2015","41","36","77","N","N","0","0.00","0.00"
"168699","18 Aug 2015","4 Nov 2015","2015","20","36","56","N","N","0","0.00","4.08"
"168701","18 Aug 2015","16 Sep 2015","2015","21","0","21","N","N","0","0.00","0.33"
"168703","18 Aug 2015","5 Oct 2015","2015","25","9","34","U","","0","0.00","1.25"
"168704","18 Aug 2015","10 Sep 2015","2015","0","17","17","N","N","0","0.00","0.00"
"168705","18 Aug 2015","20 Aug 2015","2015","1","1","2","N","N","0","0.00","0.08"
"168706","18 Aug 2015","19 Aug 2015","2015","0","1","1","N","N","0","0.00","3.16"
"168707","18 Aug 2015","20 Jan 2016","2016","4","107","111","R","N","0","0.00","0.00"
"168708","18 Aug 2015","11 Jan 2016","2016","62","42","104","Y","N","8","4.00","9.66"
"168710","19 Aug 2015","7 Oct 2015","2015","0","35","35","U","","0","0.00","0.25"
"168711","19 Aug 2015","22 Sep 2015","2015","21","3","24","Y","","2","1.00","2.48"
"168712","19 Aug 2015","3 Sep 2015","2015","0","11","11","U","","0","0.00","1.50"
"168713","19 Aug 2015","7 Oct 2015","2015","35","0","35","U","","0","0.00","0.00"
"168714","19 Aug 2015","7 Sep 2015","2015","13","0","13","N","N","0","0.00","0.16"
"168715","19 Aug 2015","20 Aug 2015","2015","1","0","1","N","","0","0.00","0.99"
"168716","19 Aug 2015","2 Dec 2015","2015","72","3","75","N","N","0","0.00","2.49"
"168718","19 Aug 2015","22 Sep 2015","2015","20","4","24","Y","N","2","1.00","2.24"
"168719","19 Aug 2015","30 Nov 2015","2015","36","37","73","U","","0","0.00","3.25"
"168720","19 Aug 2015","16 Dec 2015","2015","39","46","85","R","N","28","15.00","3.00"
"168721","19 Aug 2015","20 Aug 2015","2015","1","0","1","Y","N","0","0.00","0.00"
"168723","19 Aug 2015","30 Oct 2015","2015","30","22","52","B","N","6","4.00","4.74"
"168727","19 Aug 2015","13 Oct 2015","2015","13","26","39","Y","N","1","1.00","1.23"
"168728","19 Aug 2015","7 Oct 2015","2015","1","34","35","U","","0","0.00","2.16"
"168729","20 Aug 2015","20 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168730","20 Aug 2015","7 Oct 2015","2015","0","34","34","U","","0","0.00","1.00"
"168731","20 Aug 2015","20 Aug 2015","2015","0","0","0","N","N","0","0.00","0.50"
"168732","20 Aug 2015","20 Jan 2016","2016","25","84","109","U","","0","0.00","0.00"
"168733","20 Aug 2015","9 Dec 2015","2015","43","36","79","U","","0","0.00","1.50"
"168734","20 Aug 2015","12 Nov 2015","2015","20","40","60","N","N","0","0.00","4.16"
"168735","20 Aug 2015","24 Aug 2015","2015","0","2","2","U","","0","0.00","0.16"
"168736","20 Aug 2015","24 Aug 2015","2015","0","2","2","U","","0","0.00","0.16"
"168737","20 Aug 2015","6 Oct 2015","2015","24","9","33","Y","N","13","13.00","1.50"
"168738","20 Aug 2015","20 Aug 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168739","20 Aug 2015","21 Aug 2015","2015","1","0","1","N","N","0","0.00","0.16"
"168740","20 Aug 2015","30 Nov 2015","2015","67","5","72","N","N","0","0.00","0.50"
"168741","20 Aug 2015","6 Jan 2016","2016","5","94","99","U","","0","0.00","0.50"
"168742","20 Aug 2015","26 Aug 2015","2015","2","2","4","U","","0","0.00","0.41"
"168743","20 Aug 2015","23 Aug 2015","2015","0","1","1","U","","0","0.00","0.50"
"168745","21 Aug 2015","22 Sep 2015","2015","21","1","22","U","","0","0.00","2.50"
"168746","21 Aug 2015","1 Sep 2015","2015","1","6","7","U","","0","0.00","0.50"
"168747","21 Aug 2015","14 Dec 2015","2015","79","2","81","Y","N","3","2.00","2.49"
"168748","21 Aug 2015","18 Dec 2015","2015","79","6","85","N","N","0","0.00","2.39"
"168749","24 Aug 2015","8 Sep 2015","2015","6","5","11","U","","0","0.00","2.15"
"168750","24 Aug 2015","24 Aug 2015","2015","0","0","0","U","","0","0.00","1.83"
"168751","24 Aug 2015","10 Feb 2016","2016","22","100","122","Y","N","1","0.50","1.72"
"168752","24 Aug 2015","4 Jan 2016","2016","78","17","95","U","","0","0.00","3.74"
"168753","24 Aug 2015","16 Sep 2015","2015","2","15","17","U","","0","0.00","0.00"
"168754","24 Aug 2015","24 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168755","24 Aug 2015","13 Oct 2015","2015","28","8","36","Y","","4","0.00","4.56"
"168756","24 Aug 2015","11 Sep 2015","2015","8","6","14","U","","0","0.00","1.74"
"168757","24 Aug 2015","12 Nov 2015","2015","1","37","38","Y","Y","20","15.00","0.00"
"168758","24 Aug 2015","7 Oct 2015","2015","0","32","32","N","N","0","0.00","0.25"
"168760","24 Aug 2015","25 Aug 2015","2015","0","1","1","U","","0","0.00","0.25"
"168761","24 Aug 2015","3 Sep 2015","2015","3","5","8","U","","0","0.00","0.08"
"168762","24 Aug 2015","23 Sep 2015","2015","2","20","22","N","N","0","0.00","1.66"
"168763","25 Aug 2015","25 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168764","25 Aug 2015","18 Jan 2016","2016","90","14","104","Y","","2","1.00","0.66"
"168765","25 Aug 2015","31 Aug 2015","2015","3","1","4","U","","0","0.00","0.99"
"168766","25 Aug 2015","25 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168767","25 Aug 2015","1 Dec 2015","2015","14","56","70","U","","0","0.00","0.50"
"168768","25 Aug 2015","15 Sep 2015","2015","5","10","15","U","","0","0.00","2.16"
"168769","25 Aug 2015","25 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168770","25 Aug 2015","22 Sep 2015","2015","8","12","20","U","","0","0.00","2.00"
"168771","25 Aug 2015","26 Aug 2015","2015","0","1","1","U","","0","0.00","0.25"
"168772","25 Aug 2015","14 Sep 2015","2015","7","7","14","U","","0","0.00","1.41"
"168773","25 Aug 2015","18 Nov 2015","2015","38","23","61","Y","N","1","1.00","3.30"
"168776","25 Aug 2015","30 Sep 2015","2015","0","26","26","N","N","0","0.00","0.86"
"168777","25 Aug 2015","25 Aug 2015","2015","0","187","187","N","N","0","0.00","0.25"
"168778","25 Aug 2015","27 Jan 2016","2016","142","25","167","N","N","0","0.00","10.82"
"168779","25 Aug 2015","26 Aug 2015","2015","0","1","1","U","","0","0.00","0.75"
"168780","25 Aug 2015","11 Sep 2015","2015","2","6","8","U","","0","0.00","2.07"
"168781","25 Aug 2015","27 Aug 2015","2015","1","1","2","U","","0","0.00","2.07"
"168782","25 Aug 2015","26 Aug 2015","2015","0","1","1","N","N","0","0.00","0.25"
"168783","25 Aug 2015","1 Oct 2015","2015","3","24","27","U","","0","0.00","0.49"
"168784","26 Aug 2015","26 Aug 2015","2015","0","0","0","U","","0","0.00","1.00"
"168785","26 Aug 2015","26 Aug 2015","2015","0","0","0","N","","0","0.00","0.00"
"168786","26 Aug 2015","14 Oct 2015","2015","0","35","35","N","","0","0.00","1.00"
"168787","26 Aug 2015","24 Sep 2015","2015","16","5","21","Y","","6","0.00","9.98"
"168788","26 Aug 2015","26 Aug 2015","2015","0","0","0","N","N","0","0.00","0.33"
"168789","26 Aug 2015","22 Sep 2015","2015","19","0","19","N","N","0","0.00","0.58"
"168790","26 Aug 2015","1 Sep 2015","2015","0","4","4","U","","0","0.00","1.16"
"168791","26 Aug 2015","26 Aug 2015","2015","0","0","0","U","N","0","0.00","0.25"
"168794","26 Aug 2015","30 Sep 2015","2015","24","1","25","N","N","0","0.00","2.24"
"168795","26 Aug 2015","26 Feb 2016","2016","132","0","132","N","N","0","0.00","6.66"
"168796","26 Aug 2015","28 Sep 2015","2015","23","0","23","N","N","0","0.00","7.65"
"168797","26 Aug 2015","5 Oct 2015","2015","28","0","28","N","N","0","0.00","2.66"
"168799","26 Aug 2015","14 Oct 2015","2015","0","35","35","N","N","0","0.00","0.50"
"168801","27 Aug 2015","1 Oct 2015","2015","11","14","25","U","","0","0.00","4.50"
"168802","27 Aug 2015","13 Jan 2016","2016","44","55","99","U","","0","0.00","4.64"
"168803","27 Aug 2015","27 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168804","27 Aug 2015","17 Sep 2015","2015","14","1","15","U","","0","0.00","0.33"
"168805","27 Aug 2015","31 Aug 2015","2015","0","2","2","U","","0","0.00","1.16"
"168806","27 Aug 2015","16 Sep 2015","2015","0","14","14","U","","0","0.00","0.50"
"168807","27 Aug 2015","27 Aug 2015","2015","0","0","0","U","","0","0.00","0.25"
"168808","27 Aug 2015","8 Oct 2015","2015","24","6","30","U","","0","0.00","1.75"
"168810","27 Aug 2015","8 Sep 2015","2015","8","0","8","N","N","0","0.00","1.49"
"168811","27 Aug 2015","10 Sep 2015","2015","7","3","10","U","N","0","0.00","2.33"
"168812","27 Aug 2015","23 Sep 2015","2015","0","19","19","N","N","0","0.00","0.57"
"168813","27 Aug 2015","10 Sep 2015","2015","7","3","10","N","N","0","0.00","0.25"
"168815","27 Aug 2015","23 Sep 2015","2015","1","18","19","N","N","0","0.00","0.73"
"168816","27 Aug 2015","2 Oct 2015","2015","26","0","26","N","","0","0.00","0.00"
"168817","28 Aug 2015","18 Nov 2015","2015","50","8","58","Y","","3","2.00","3.82"
"168818","28 Aug 2015","28 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168819","28 Aug 2015","28 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168820","28 Aug 2015","1 Sep 2015","2015","0","2","2","U","","0","0.00","0.50"
"168821","28 Aug 2015","28 Aug 2015","2015","0","0","0","U","","0","0.00","0.75"
"168822","28 Aug 2015","28 Oct 2015","2015","35","8","43","B","N","2","1.00","1.66"
"168823","28 Aug 2015","1 Sep 2015","2015","1","1","2","U","","0","0.00","0.00"
"168825","28 Aug 2015","14 Sep 2015","2015","11","0","11","N","N","0","0.00","0.00"
"168826","28 Aug 2015","28 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168827","28 Aug 2015","2 Sep 2015","2015","2","1","3","N","N","0","0.00","0.25"
"168828","28 Aug 2015","24 Sep 2015","2015","1","18","19","N","N","0","0.00","0.00"
"168829","28 Aug 2015","28 Aug 2015","2015","0","0","0","U","","0","0.00","0.00"
"168830","28 Aug 2015","3 Feb 2016","2016","51","62","113","Y","N","2","1.00","1.24"
"168831","31 Aug 2015","2 Sep 2015","2015","0","2","2","U","","0","0.00","2.08"
"168832","31 Aug 2015","11 Nov 2015","2015","23","29","52","Y","","1","1.00","2.33"
"168833","31 Aug 2015","1 Sep 2015","2015","0","1","1","U","","0","0.00","0.50"
"168834","31 Aug 2015","1 Sep 2015","2015","0","1","1","U","","0","0.00","0.50"
"168835","31 Aug 2015","3 Feb 2016","2016","104","8","112","R","","1","1.00","1.50"
"168836","31 Aug 2015","1 Sep 2015","2015","0","1","1","U","","0","0.00","0.50"
"168837","31 Aug 2015","1 Sep 2015","2015","0","1","1","U","","0","0.00","0.50"
"168838","1 Sep 2015","23 Sep 2015","2015","9","7","16","U","","0","0.00","0.33"
"168839","1 Sep 2015","2 Sep 2015","2015","0","1","1","U","","0","0.00","0.91"
"168840","1 Sep 2015","18 Nov 2015","2015","3","53","56","U","","0","0.00","2.41"
"168841","1 Sep 2015","10 Nov 2015","2015","11","39","50","U","","0","0.00","0.75"
"168842","1 Sep 2015","1 Oct 2015","2015","20","2","22","U","","0","0.00","0.00"
"168843","1 Sep 2015","1 Sep 2015","2015","0","0","0","U","","0","0.00","0.00"
"168844","1 Sep 2015","6 Jan 2016","2016","54","37","91","Y","","2","1.00","1.41"
"168845","1 Sep 2015","10 Feb 2016","2016","48","68","116","U","","0","0.00","2.48"
"168853","1 Sep 2015","3 Nov 2015","2015","45","0","45","U","","0","0.00","0.24"
"168854","2 Sep 2015","8 Sep 2015","2015","2","2","4","U","","0","0.00","2.50"
"168855","2 Sep 2015","14 Sep 2015","2015","2","6","8","U","","0","0.00","0.49"
"168856","2 Sep 2015","10 Sep 2015","2015","2","4","6","U","","0","0.00","0.50"
"168857","2 Sep 2015","3 Sep 2015","2015","0","1","1","U","","0","0.00","0.50"
"168858","2 Sep 2015","2 Sep 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168859","2 Sep 2015","26 Nov 2015","2015","32","29","61","Y","N","1","1.00","3.16"
"168860","2 Sep 2015","21 Sep 2015","2015","13","0","13","U","","0","0.00","0.33"
"168861","2 Sep 2015","3 Sep 2015","2015","0","1","1","U","","0","0.00","0.00"
"168862","2 Sep 2015","13 Oct 2015","2015","21","8","29","Y","N","2","1.00","2.00"
"168864","2 Sep 2015","11 Nov 2015","2015","18","32","50","N","N","0","0.00","0.50"
"168865","2 Sep 2015","8 Oct 2015","2015","19","7","26","B","N","3","2.00","5.33"
