"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"168173","9 Jul 2015","3 Aug 2015","2015","8","9","17","U","","0","0.00","1.15"
"168174","9 Jul 2015","17 Jul 2015","2015","0","6","6","N","N","0","0.00","0.33"
"168175","9 Jul 2015","17 Jul 2015","2015","0","6","6","U","","0","0.00","0.25"
"168176","9 Jul 2015","21 Jul 2015","2015","7","1","8","U","","0","0.00","2.91"
"168177","9 Jul 2015","5 Aug 2015","2015","1","18","19","U","","0","0.00","5.75"
"168178","9 Jul 2015","16 Jul 2015","2015","3","2","5","Y","N","1","0.00","0.88"
"168180","9 Jul 2015","9 Jul 2015","2015","0","0","0","N","N","0","0.00","0.08"
"168181","9 Jul 2015","23 Sep 2015","2015","20","34","54","N","N","0","0.00","3.66"
"168182","9 Jul 2015","9 Jul 2015","2015","0","0","0","N","N","0","0.00","0.75"
"168183","9 Jul 2015","22 Jul 2015","2015","0","9","9","Y","N","5","0.00","5.25"
"168184","9 Jul 2015","7 Sep 2015","2015","26","16","42","N","N","0","0.00","2.00"
"168185","9 Jul 2015","12 Aug 2015","2015","0","24","24","N","N","0","0.00","0.16"
"168186","9 Jul 2015","10 Jul 2015","2015","0","1","1","N","N","0","0.00","0.50"
"168187","9 Jul 2015","14 Jul 2015","2015","3","0","3","N","N","0","0.00","0.00"
"168189","9 Jul 2015","20 Jul 2015","2015","3","4","7","U","","0","0.00","0.50"
"168190","9 Jul 2015","10 Jul 2015","2015","1","0","1","U","","0","0.00","0.00"
"168191","10 Jul 2015","27 Jan 2016","2016","0","143","143","U","","0","0.00","1.91"
"168192","10 Jul 2015","5 Nov 2015","2015","82","2","84","U","","0","0.00","1.00"
"168193","10 Jul 2015","20 Jul 2015","2015","1","5","6","U","","0","0.00","0.49"
"168194","10 Jul 2015","26 Jul 2015","2015","1","9","10","N","N","0","0.00","0.66"
"168195","10 Jul 2015","15 Jul 2015","2015","3","0","3","U","","0","0.00","0.91"
"168196","10 Jul 2015","2 Sep 2015","2015","2","36","38","N","N","0","0.00","1.65"
"168197","10 Jul 2015","16 Sep 2015","2015","16","32","48","N","","0","0.00","3.66"
"168199","10 Jul 2015","7 Aug 2015","2015","3","17","20","N","N","0","0.00","1.16"
"168200","10 Jul 2015","10 Aug 2015","2015","6","15","21","U","","0","0.00","3.25"
"168202","10 Jul 2015","5 Aug 2015","2015","0","18","18","N","N","0","0.00","0.50"
"168203","10 Jul 2015","6 Aug 2015","2015","0","19","19","N","N","0","0.00","0.41"
"168205","10 Jul 2015","7 Sep 2015","2015","41","0","41","N","N","0","0.00","1.23"
"168207","10 Jul 2015","10 Jul 2015","2015","0","0","0","U","","0","0.00","0.33"
"168208","10 Jul 2015","15 Jul 2015","2015","3","0","3","U","","0","0.00","1.83"
"168209","10 Jul 2015","15 Jul 2015","2015","3","0","3","U","","0","0.00","1.16"
"168210","12 Jul 2015","27 Jan 2016","2016","0","143","143","N","N","0","0.00","0.16"
"168211","13 Jul 2015","26 Aug 2015","2015","0","32","32","N","N","0","0.00","3.16"
"168212","13 Jul 2015","14 Aug 2015","2015","23","1","24","U","","0","0.00","2.00"
"168215","13 Jul 2015","14 Jul 2015","2015","1","0","1","N","N","0","0.00","0.66"
"168216","13 Jul 2015","13 Jul 2015","2015","0","0","0","N","N","0","0.00","0.00"
"168217","13 Jul 2015","23 Jul 2015","2015","8","0","8","U","","0","0.00","1.50"
"168218","13 Jul 2015","13 Jul 2015","2015","0","0","0","U","","0","0.00","0.50"
"168220","13 Jul 2015","9 Dec 2015","2015","71","36","107","N","N","0","0.00","2.41"
"168221","13 Jul 2015","16 Jul 2015","2015","2","1","3","N","N","0","0.00","1.24"
"168222","13 Jul 2015","30 Sep 2015","2015","1","56","57","N","N","0","0.00","1.66"
"168223","13 Jul 2015","20 Jul 2015","2015","5","0","5","U","Y","0","0.00","0.00"
"168224","13 Jul 2015","13 Jul 2015","2015","0","0","0","U","","0","0.00","0.50"
"168227","13 Jul 2015","24 Sep 2015","2015","38","15","53","N","N","0","0.00","9.31"
"168228","13 Jul 2015","31 Jul 2015","2015","12","2","14","Y","","3","0.00","3.23"
"168229","13 Jul 2015","9 Sep 2015","2015","6","36","42","U","","0","0.00","0.16"
"168230","14 Jul 2015","22 Sep 2015","2015","19","31","50","U","","0","0.00","5.75"
"168231","14 Jul 2015","14 Jul 2015","2015","0","0","0","U","","0","0.00","0.50"
"168232","14 Jul 2015","27 Jul 2015","2015","3","6","9","N","N","0","0.00","1.49"
"168233","14 Jul 2015","14 Jul 2015","2015","0","0","0","U","","0","0.00","0.66"
"168234","14 Jul 2015","11 Aug 2015","2015","7","13","20","U","","0","0.00","2.66"
"168235","14 Jul 2015","17 Jul 2015","2015","2","1","3","N","N","0","0.00","2.83"
"168236","14 Jul 2015","15 Jul 2015","2015","0","1","1","U","","0","0.00","1.00"
"168237","14 Jul 2015","23 Jul 2015","2015","0","7","7","N","N","0","0.00","1.00"
"168238","15 Jul 2015","17 Jul 2015","2015","0","2","2","N","N","0","0.00","0.41"
"168239","15 Jul 2015","4 Aug 2015","2015","0","14","14","N","N","0","0.00","0.16"
"168240","15 Jul 2015","3 Nov 2015","2015","59","20","79","U","","0","0.00","7.31"
"168241","15 Jul 2015","2 Sep 2015","2015","7","18","25","Y","N","4","0.00","4.47"
"168242","15 Jul 2015","29 Sep 2015","2015","30","24","54","Y","N","12","7.50","5.75"
"168243","15 Jul 2015","15 Jul 2015","2015","0","0","0","N","N","0","0.00","0.00"
"168244","15 Jul 2015","19 Aug 2015","2015","1","24","25","N","N","0","0.00","0.33"
"168247","15 Jul 2015","5 Aug 2015","2015","1","14","15","U","","0","0.00","0.91"
"168248","15 Jul 2015","17 Aug 2015","2015","7","16","23","R","N","11","7.50","2.25"
"168250","16 Jul 2015","16 Jul 2015","2015","0","0","0","N","N","0","0.00","0.50"
"168251","16 Jul 2015","2 Sep 2015","2015","0","34","34","U","Y","0","0.00","0.25"
"168252","16 Jul 2015","25 Jan 2016","2016","137","0","137","N","N","0","0.00","1.08"
"168253","16 Jul 2015","14 Aug 2015","2015","0","21","21","U","","0","0.00","1.50"
"168255","16 Jul 2015","4 Sep 2015","2015","26","10","36","N","N","0","0.00","2.66"
"168256","16 Jul 2015","13 Aug 2015","2015","0","20","20","N","N","0","0.00","0.66"
"168257","16 Jul 2015","23 Jul 2015","2015","5","0","5","N","N","0","0.00","2.48"
"168258","16 Jul 2015","16 Jul 2015","2015","0","0","0","U","N","0","0.00","0.50"
"168259","16 Jul 2015","17 Aug 2015","2015","14","8","22","U","","0","0.00","8.47"
"168260","16 Jul 2015","8 Sep 2015","2015","38","0","38","N","N","0","0.00","0.99"
"168261","17 Jul 2015","20 Jul 2015","2015","1","0","1","U","","0","0.00","1.41"
"168262","17 Jul 2015","17 Jul 2015","2015","0","0","0","U","Y","0","0.00","0.00"
"168263","17 Jul 2015","27 Jan 2016","2016","2","136","138","N","N","0","0.00","0.49"
"168264","17 Jul 2015","21 Jul 2015","2015","1","1","2","N","N","0","0.00","0.33"
"168266","17 Jul 2015","20 Aug 2015","2015","0","24","24","N","N","0","0.00","2.00"
"168267","17 Jul 2015","20 Jan 2016","2016","118","15","133","N","N","0","0.00","1.50"
"168268","17 Jul 2015","4 Aug 2015","2015","3","9","12","R","","1","0.00","1.00"
"168269","17 Jul 2015","4 Sep 2015","2015","3","0","3","R","Y","0","0.00","0.00"
"168270","17 Jul 2015","12 Aug 2015","2015","17","1","18","Y","","2","0.00","2.75"
"168271","17 Jul 2015","20 Jan 2016","2016","58","75","133","R","Y","29","0.00","4.75"
"168272","17 Jul 2015","2 Sep 2015","2015","0","33","33","U","","0","0.00","0.00"
"168274","19 Jul 2015","22 Jul 2015","2015","2","1","3","U","","0","0.00","1.07"
"168275","19 Jul 2015","20 Jul 2015","2015","1","0","1","N","N","0","0.00","0.25"
"168276","19 Jul 2015","22 Jul 2015","2015","1","2","3","U","","0","0.00","3.73"
"168277","20 Jul 2015","29 Jul 2015","2015","4","3","7","U","","0","0.00","0.00"
"168278","20 Jul 2015","5 Aug 2015","2015","0","12","12","N","N","0","0.00","0.00"
"168279","20 Jul 2015","21 Jul 2015","2015","0","1","1","N","N","0","0.00","0.33"
"168280","20 Jul 2015","18 Dec 2015","2015","98","11","109","U","","0","0.00","4.06"
"168281","20 Jul 2015","16 Nov 2015","2015","81","4","85","U","","0","0.00","1.15"
"168282","20 Jul 2015","17 Nov 2015","2015","24","53","77","Y","","2","0.00","8.80"
"168283","20 Jul 2015","4 Aug 2015","2015","0","11","11","U","","0","0.00","0.50"
"168284","20 Jul 2015","20 Jan 2016","2016","0","132","132","N","N","0","0.00","0.63"
"168292","20 Jul 2015","20 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168293","20 Jul 2015","20 Jul 2015","2015","0","0","0","N","N","0","0.00","0.08"
"168294","20 Jul 2015","10 Aug 2015","2015","15","0","15","Y","N","0","0.00","0.00"
"168295","20 Jul 2015","10 Sep 2015","2015","16","22","38","Y","N","1","1.00","0.98"
"168298","20 Jul 2015","20 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168299","20 Jul 2015","21 Jul 2015","2015","1","0","1","N","N","0","0.00","0.24"
"168300","20 Jul 2015","20 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168301","20 Jul 2015","21 Jul 2015","2015","1","0","1","N","N","0","0.00","0.16"
"168303","20 Jul 2015","22 Jul 2015","2015","2","0","2","Y","N","0","0.00","0.00"
"168305","20 Jul 2015","23 Jul 2015","2015","2","1","3","N","N","0","0.00","0.49"
"168306","20 Jul 2015","10 Sep 2015","2015","37","1","38","Y","","0","0.00","0.16"
"168307","20 Jul 2015","27 Jul 2015","2015","1","4","5","Y","N","0","0.00","0.00"
"168309","20 Jul 2015","24 Sep 2015","2015","44","4","48","Y","","3","0.00","3.83"
"168310","20 Jul 2015","21 Jul 2015","2015","0","1","1","U","","0","0.00","0.50"
"168311","21 Jul 2015","22 Jul 2015","2015","1","0","1","U","","0","0.00","1.58"
"168312","21 Jul 2015","20 Jan 2016","2016","9","122","131","U","","0","0.00","0.16"
"168313","21 Jul 2015","16 Sep 2015","2015","7","34","41","Y","","3","0.00","2.57"
"168314","21 Jul 2015","16 Sep 2015","2015","9","32","41","Y","","3","0.00","3.57"
"168316","21 Jul 2015","21 Aug 2015","2015","18","5","23","N","N","0","0.00","0.66"
"168317","21 Jul 2015","21 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168318","21 Jul 2015","21 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168319","21 Jul 2015","21 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168320","21 Jul 2015","21 Jul 2015","2015","0","0","0","U","N","0","0.00","0.16"
"168321","21 Jul 2015","19 Aug 2015","2015","0","21","21","N","N","0","0.00","0.66"
"168322","21 Jul 2015","22 Jul 2015","2015","1","0","1","Y","Y","24","0.00","0.00"
"168323","21 Jul 2015","1 Dec 2015","2015","6","89","95","R","","5","0.00","1.60"
"168325","21 Jul 2015","7 Sep 2015","2015","34","0","34","N","N","0","0.00","0.41"
"168326","21 Jul 2015","21 Jul 2015","2015","0","0","0","N","N","0","0.00","0.24"
"168327","21 Jul 2015","21 Jul 2015","2015","0","0","0","U","Y","0","0.00","0.00"
"168328","21 Jul 2015","22 Jul 2015","2015","0","1","1","N","N","0","0.00","1.08"
"168329","21 Jul 2015","15 Sep 2015","2015","29","11","40","Y","N","1","0.00","1.41"
"168330","21 Jul 2015","22 Jul 2015","2015","0","1","1","U","","0","0.00","0.50"
"168331","22 Jul 2015","27 Jan 2016","2016","99","36","135","Y","","1","0.00","2.48"
"168332","22 Jul 2015","18 Feb 2016","2016","150","1","151","R","","3","0.00","9.82"
"168333","22 Jul 2015","10 Dec 2015","2015","67","34","101","U","N","0","0.00","0.66"
"168334","22 Jul 2015","30 Jul 2015","2015","1","5","6","U","","0","0.00","0.58"
"168335","22 Jul 2015","10 Sep 2015","2015","3","33","36","N","N","0","0.00","0.00"
"168336","22 Jul 2015","22 Jul 2015","2015","0","0","0","U","","0","0.00","1.00"
"168337","22 Jul 2015","25 Aug 2015","2015","9","15","24","Y","N","2","0.00","1.74"
"168338","22 Jul 2015","9 Sep 2015","2015","1","34","35","N","N","0","0.00","0.99"
"168340","22 Jul 2015","22 Jul 2015","2015","0","0","0","N","N","0","0.00","0.41"
"168341","22 Jul 2015","22 Sep 2015","2015","40","4","44","N","N","0","0.00","0.50"
"168344","22 Jul 2015","23 Jul 2015","2015","1","0","1","N","N","0","0.00","0.00"
"168345","22 Jul 2015","13 Aug 2015","2015","8","1","9","N","N","0","0.00","2.52"
"168348","22 Jul 2015","4 Aug 2015","2015","4","5","9","N","N","0","0.00","0.50"
"168349","22 Jul 2015","20 Jan 2016","2016","0","130","130","N","N","0","1.15","0.00"
"168350","22 Jul 2015","22 Jul 2015","2015","0","0","0","R","Y","0","0.00","0.00"
"168351","22 Jul 2015","22 Jul 2015","2015","0","0","0","Y","Y","0","0.00","0.00"
"168352","22 Jul 2015","22 Jul 2015","2015","0","0","0","Y","Y","0","0.00","0.00"
"168353","22 Jul 2015","23 Jul 2015","2015","1","0","1","Y","Y","0","0.00","0.00"
"168354","23 Jul 2015","29 Jul 2015","2015","1","3","4","N","","0","0.00","0.49"
"168355","23 Jul 2015","26 Aug 2015","2015","2","22","24","N","N","0","0.00","2.33"
"168356","23 Jul 2015","9 Sep 2015","2015","0","34","34","U","","0","0.00","0.33"
"168357","23 Jul 2015","7 Oct 2015","2015","-1","55","54","U","","0","0.00","1.50"
"168358","23 Jul 2015","23 Jul 2015","2015","0","0","0","U","","0","0.00","0.50"
"168359","23 Jul 2015","26 Jan 2016","2016","129","4","133","U","","0","0.00","29.25"
"168360","23 Jul 2015","23 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168361","23 Jul 2015","24 Jul 2015","2015","0","1","1","U","","0","0.00","0.25"
"168362","23 Jul 2015","23 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168363","23 Jul 2015","23 Jul 2015","2015","0","0","0","N","N","0","0.00","0.16"
"168364","23 Jul 2015","4 Jan 2016","2016","48","66","114","Y","Y","0","0.00","30.74"
"168366","23 Jul 2015","23 Jul 2015","2015","0","0","0","N","N","0","0.00","0.24"
"168367","23 Jul 2015","23 Jul 2015","2015","0","0","0","U","","0","0.00","0.32"
"168370","23 Jul 2015","21 Dec 2015","2015","141","35","176","Y","Y","0","0.00","22.73"
"168371","23 Jul 2015","21 Dec 2015","2015","141","35","176","Y","Y","0","0.00","8.00"
"168372","23 Jul 2015","21 Dec 2015","2015","141","35","176","Y","Y","0","0.00","4.50"
"168373","23 Jul 2015","21 Dec 2015","2015","141","35","176","Y","Y","0","0.00","4.50"
"168374","23 Jul 2015","23 Jul 2015","2015","0","220","220","Y","Y","0","0.00","0.00"
"168375","23 Jul 2015","8 Sep 2015","2015","33","0","33","N","N","0","0.00","0.25"
"168376","23 Jul 2015","27 Jul 2015","2015","1","1","2","U","","0","0.00","0.41"
"168377","23 Jul 2015","25 Aug 2015","2015","0","23","23","N","N","0","0.00","0.25"
"168378","23 Jul 2015","16 Sep 2015","2015","39","0","39","U","","0","0.00","3.82"
"168379","23 Jul 2015","1 Dec 2015","2015","55","38","93","U","","0","0.00","0.33"
"168380","24 Jul 2015","24 Jul 2015","2015","0","0","0","U","","0","0.00","0.00"
"168381","24 Jul 2015","4 Aug 2015","2015","7","0","7","U","","0","0.00","19.56"
"168382","24 Jul 2015","10 Aug 2015","2015","3","8","11","Y","Y","0","0.00","0.00"
"168385","24 Jul 2015","27 Jul 2015","2015","1","0","1","N","N","0","0.00","0.08"
"168387","24 Jul 2015","28 Jul 2015","2015","2","0","2","N","N","0","0.00","0.00"
"168388","24 Jul 2015","27 Jul 2015","2015","1","0","1","N","N","0","0.00","0.08"
"168389","24 Jul 2015","30 Jul 2015","2015","3","1","4","C","","0","0.00","1.41"
"168390","26 Jul 2015","26 Oct 2015","2015","0","66","66","U","","0","0.00","0.00"
"168391","26 Jul 2015","28 Jul 2015","2015","0","2","2","U","","0","0.00","0.00"
"168392","27 Jul 2015","30 Sep 2015","2015","3","44","47","U","","0","0.00","7.32"
"168393","27 Jul 2015","9 Sep 2015","2015","0","32","32","U","","0","0.00","0.50"
"168394","27 Jul 2015","29 Jul 2015","2015","1","1","2","U","","0","0.00","0.00"
"168395","27 Jul 2015","1 Dec 2015","2015","10","81","91","U","","0","0.00","0.00"
"168396","27 Jul 2015","19 Aug 2015","2015","13","4","17","U","","0","0.00","2.06"
"168397","27 Jul 2015","28 Jul 2015","2015","0","1","1","N","N","0","0.00","0.08"
"168398","27 Jul 2015","29 Jul 2015","2015","1","1","2","N","N","0","0.00","0.00"
"168402","27 Jul 2015","27 Jul 2015","2015","0","0","0","N","N","0","0.00","0.33"
"168403","27 Jul 2015","20 Jan 2016","2016","60","67","127","Y","N","5","3.00","5.97"
"168404","27 Jul 2015","30 Jul 2015","2015","3","0","3","Y","N","1","0.00","0.25"
"168405","27 Jul 2015","12 Aug 2015","2015","5","7","12","U","","0","0.00","3.24"
"168406","27 Jul 2015","13 Aug 2015","2015","1","1","2","U","","0","0.00","0.83"
"168407","28 Jul 2015","28 Jul 2015","2015","0","0","0","U","","0","0.00","0.00"
"168408","28 Jul 2015","17 Sep 2015","2015","32","5","37","Y","","1","1.00","1.25"
"168409","28 Jul 2015","16 Sep 2015","2015","0","36","36","U","","0","0.00","0.50"
"168410","28 Jul 2015","12 Oct 2015","2015","41","13","54","Y","","3","2.00","3.22"
"168411","28 Jul 2015","14 Aug 2015","2015","10","3","13","Y","","2","1.00","0.99"
"168413","28 Jul 2015","28 Jul 2015","2015","0","0","0","U","","0","0.00","0.00"
"168414","28 Jul 2015","13 Jan 2016","2016","76","45","121","U","","0","0.00","3.07"
"168415","28 Jul 2015","3 Aug 2015","2015","4","0","4","U","","0","0.00","0.50"
"168416","28 Jul 2015","26 Aug 2015","2015","0","21","21","N","N","0","0.00","2.08"
"168417","28 Jul 2015","31 Jul 2015","2015","0","3","3","Y","N","0","0.00","0.00"
"168418","28 Jul 2015","29 Jul 2015","2015","1","0","1","N","N","0","0.00","0.08"
"168419","28 Jul 2015","28 Jul 2015","2015","0","0","0","N","N","0","0.00","0.08"
"168420","28 Jul 2015","29 Jul 2015","2015","1","0","1","N","N","0","0.00","0.08"
"168422","28 Jul 2015","10 Aug 2015","2015","8","1","9","Y","N","1","0.00","2.91"
"168423","28 Jul 2015","29 Jul 2015","2015","0","1","1","U","","0","0.00","0.41"
"168424","28 Jul 2015","28 Jul 2015","2015","0","0","0","N","N","0","0.00","0.08"
"168425","28 Jul 2015","4 Nov 2015","2015","43","28","71","B","","3","2.00","5.74"
"168426","28 Jul 2015","8 Feb 2016","2016","101","38","139","B","","1","1.00","6.16"
"168427","28 Jul 2015","10 Sep 2015","2015","14","18","32","U","","0","0.00","0.41"
"168429","28 Jul 2015","30 Jul 2015","2015","2","0","2","Y","","10","0.00","1.00"
"168433","28 Jul 2015","26 Aug 2015","2015","0","21","21","N","N","0","0.00","0.08"
"168434","28 Jul 2015","9 Sep 2015","2015","31","0","31","Y","Y","0","0.00","0.00"
"168435","29 Jul 2015","6 Oct 2015","2015","2","47","49","U","","0","0.00","4.41"
"168436","29 Jul 2015","2 Dec 2015","2015","53","37","90","R","N","2","2.00","4.31"
"168437","29 Jul 2015","4 Nov 2015","2015","43","27","70","R","","1","1.00","0.65"
"168438","29 Jul 2015","28 Aug 2015","2015","2","20","22","U","","0","0.00","1.65"
"168439","29 Jul 2015","14 Aug 2015","2015","0","12","12","N","N","0","0.00","0.33"
"168440","29 Jul 2015","1 Dec 2015","2015","17","72","89","N","N","0","0.00","5.00"
"168441","29 Jul 2015","10 Aug 2015","2015","8","0","8","N","N","0","0.00","0.32"
"168442","29 Jul 2015","13 Jan 2016","2016","29","91","120","U","","0","0.00","2.20"
"168443","29 Jul 2015","7 Sep 2015","2015","28","0","28","N","N","0","0.00","1.90"
"168444","29 Jul 2015","2 Oct 2015","2015","8","39","47","Y","N","3","0.00","3.66"
"168445","29 Jul 2015","21 Oct 2015","2015","26","164","190","Y","N","5","3.00","27.97"
"168446","29 Jul 2015","31 Jul 2015","2015","2","0","2","N","N","0","0.00","0.74"
"168447","29 Jul 2015","26 Aug 2015","2015","1","19","20","N","N","0","0.00","0.83"
"168448","29 Jul 2015","31 Jul 2015","2015","2","0","2","N","N","0","0.00","1.16"
"168449","29 Jul 2015","2 Feb 2016","2016","131","3","134","Y","Y","0","0.00","1.75"
"168450","29 Jul 2015","24 Aug 2015","2015","0","18","18","N","N","0","0.00","0.00"
"168451","30 Jul 2015","3 Sep 2015","2015","24","1","25","N","","0","0.00","0.41"
"168452","30 Jul 2015","11 Aug 2015","2015","2","0","2","N","","0","0.00","1.23"
"168453","30 Jul 2015","25 Aug 2015","2015","3","15","18","U","","0","0.00","0.83"
"168454","30 Jul 2015","7 Aug 2015","2015","6","0","6","N","N","0","0.00","0.00"
"168455","30 Jul 2015","25 Nov 2015","2015","29","55","84","R","N","0","0.00","9.07"
"168456","30 Jul 2015","25 Nov 2015","2015","32","52","84","Y","N","2","0.00","1.49"
"168457","30 Jul 2015","5 Oct 2015","2015","47","0","47","N","N","0","0.00","10.09"
"168458","30 Jul 2015","1 Oct 2015","2015","41","4","45","Y","N","2","1.00","0.49"
"168459","30 Jul 2015","20 Aug 2015","2015","3","12","15","R","N","0","0.00","0.88"
"168460","30 Jul 2015","19 Aug 2015","2015","7","7","14","R","","3","0.00","1.41"
"168461","30 Jul 2015","30 Jul 2015","2015","0","0","0","N","N","0","0.00","0.24"
"168462","30 Jul 2015","31 Jul 2015","2015","1","0","1","N","N","0","0.00","0.00"
"168463","30 Jul 2015","31 Jul 2015","2015","1","0","1","N","N","0","0.00","0.24"
"168464","30 Jul 2015","5 Aug 2015","2015","3","1","4","N","N","0","0.00","0.25"
"168466","30 Jul 2015","26 Nov 2015","2015","13","72","85","R","N","120","75.00","3.61"
"168467","31 Jul 2015","2 Sep 2015","2015","21","2","23","Y","","2","1.00","0.48"
"168468","31 Jul 2015","21 Sep 2015","2015","33","3","36","N","","0","0.00","0.33"
"168469","31 Jul 2015","31 Jul 2015","2015","0","0","0","U","","0","0.00","0.50"
"168470","31 Jul 2015","22 Sep 2015","2015","15","22","37","Y","","2","1.00","0.90"
"168471","31 Jul 2015","17 Aug 2015","2015","11","0","11","N","","0","0.00","0.00"
"168472","31 Jul 2015","27 Aug 2015","2015","18","1","19","R","","0","0.00","0.25"
"168473","31 Jul 2015","30 Oct 2015","2015","65","0","65","R","","4","0.00","0.81"
"168474","31 Jul 2015","11 Sep 2015","2015","29","1","30","Y","","2","1.00","1.24"
"168475","31 Jul 2015","14 Aug 2015","2015","10","0","10","U","","0","0.00","0.08"
"168476","31 Jul 2015","25 Nov 2015","2015","33","50","83","Y","","2","2.00","1.41"
"168477","31 Jul 2015","3 Aug 2015","2015","0","1","1","U","","0","0.00","0.41"
"168478","31 Jul 2015","12 Aug 2015","2015","1","7","8","U","Y","0","0.00","0.40"
"168479","31 Jul 2015","25 Nov 2015","2015","32","51","83","B","N","0","0.00","9.89"
"168480","31 Jul 2015","7 Oct 2015","2015","19","29","48","N","N","0","0.00","5.90"
"168481","31 Jul 2015","23 Sep 2015","2015","1","37","38","N","N","0","0.00","0.75"
"168482","31 Jul 2015","14 Sep 2015","2015","6","25","31","U","Y","0","0.00","3.33"
"168483","31 Jul 2015","30 Dec 2015","2015","108","0","108","U","Y","0","0.00","3.50"
"168484","31 Jul 2015","12 Aug 2015","2015","6","2","8","U","","0","0.00","10.06"
"168485","1 Aug 2015","1 Aug 2015","2015","0","0","0","","N","0","0.00","0.00"
"168486","3 Aug 2015","3 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168487","3 Aug 2015","3 Aug 2015","2015","0","0","0","U","","0","0.00","1.50"
"168488","3 Aug 2015","3 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168489","3 Aug 2015","9 Feb 2016","2016","134","2","136","Y","","1","0.00","0.66"
"168490","3 Aug 2015","17 Aug 2015","2015","9","1","10","U","","0","0.00","1.25"
"168491","3 Aug 2015","12 Oct 2015","2015","24","26","50","N","N","0","0.00","4.32"
"168498","3 Aug 2015","10 Sep 2015","2015","5","23","28","N","N","0","0.00","1.75"
"168499","3 Aug 2015","10 Sep 2015","2015","23","5","28","N","N","0","0.00","8.90"
"168500","3 Aug 2015","10 Aug 2015","2015","4","1","5","N","N","0","0.00","0.16"
"168501","3 Aug 2015","3 Aug 2015","2015","0","0","0","U","","0","0.00","0.66"
"168502","3 Aug 2015","14 Sep 2015","2015","30","0","30","N","N","0","0.00","11.41"
"168503","3 Aug 2015","10 Aug 2015","2015","0","5","5","N","N","0","0.00","0.91"
"168504","3 Aug 2015","14 Dec 2015","2015","95","0","95","Y","Y","0","0.00","0.00"
"168505","3 Aug 2015","27 Jan 2016","2016","17","110","127","N","N","0","0.00","3.39"
"168506","3 Aug 2015","19 Aug 2015","2015","12","0","12","N","N","0","0.00","5.50"
"168508","3 Aug 2015","17 Sep 2015","2015","5","28","33","N","N","0","0.00","1.82"
"168510","3 Aug 2015","5 Aug 2015","2015","1","1","2","N","N","0","0.00","0.08"
"168513","4 Aug 2015","4 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168514","4 Aug 2015","23 Sep 2015","2015","0","36","36","U","","0","0.00","0.50"
"168515","4 Aug 2015","2 Sep 2015","2015","13","8","21","R","","3","2.00","1.91"
"168516","4 Aug 2015","8 Sep 2015","2015","24","1","25","U","","0","0.00","0.41"
"168517","4 Aug 2015","29 Oct 2015","2015","36","26","62","Y","","1","1.00","1.65"
"168518","4 Aug 2015","1 Oct 2015","2015","35","7","42","Y","","1","1.00","1.33"
"168519","4 Aug 2015","13 Jan 2016","2016","0","116","116","R","","0","0.00","0.75"
"168520","4 Aug 2015","19 Feb 2016","2016","62","81","143","U","","0","0.00","2.63"
"168521","4 Aug 2015","5 Aug 2015","2015","0","1","1","U","","0","0.00","0.00"
"168522","4 Aug 2015","3 Sep 2015","2015","11","11","22","U","","0","0.00","0.00"
"168523","4 Aug 2015","4 Aug 2015","2015","0","0","0","U","","0","0.00","0.25"
"168524","4 Aug 2015","27 Aug 2015","2015","0","17","17","N","N","0","0.00","0.33"
"168526","4 Aug 2015","5 Aug 2015","2015","0","1","1","N","N","0","0.00","0.00"
"168528","4 Aug 2015","18 Aug 2015","2015","8","2","10","N","N","0","0.00","0.25"
"168529","4 Aug 2015","4 Aug 2015","2015","0","0","0","N","N","0","0.00","0.00"
"168530","4 Aug 2015","1 Dec 2015","2015","73","12","85","N","N","0","0.00","0.50"
"168531","4 Aug 2015","10 Sep 2015","2015","1","26","27","U","N","0","0.00","1.49"
"168532","4 Aug 2015","25 Nov 2015","2015","6","66","72","N","N","0","0.00","0.82"
"168534","4 Aug 2015","19 Aug 2015","2015","9","2","11","U","","0","0.00","1.49"
"168535","4 Aug 2015","18 Dec 2015","2015","92","6","98","U","","0","0.00","0.99"
"168536","5 Aug 2015","5 Aug 2015","2015","0","0","0","U","","0","0.00","0.50"
"168537","5 Aug 2015","6 Aug 2015","2015","0","1","1","U","","0","0.00","0.50"
"168538","5 Aug 2015","27 Jan 2016","2016","73","52","125","Y","","2","1.00","5.21"
"168539","5 Aug 2015","28 Aug 2015","2015","-1","18","17","U","","0","0.00","1.00"
"168540","5 Aug 2015","6 Aug 2015","2015","0","1","1","U","","0","0.00","0.66"
